number,dummy_non_parameter_1,dummy_non_parameter_2,dummy_non_parameter_3,dummy_non_parameter_4,barrier_algorithm,barrier_crossover,barrier_limits_corrections,barrier_limits_growth,barrier_ordering,barrier_startalg,emphasis_memory,emphasis_mip,emphasis_numerical,feasopt_mode,lpmethod,mip_cuts_cliques,mip_cuts_covers,mip_cuts_disjunctive,mip_cuts_flowcovers,mip_cuts_gomory,mip_cuts_gubcovers,mip_cuts_implied,mip_cuts_mcfcut,mip_cuts_mircut,mip_cuts_pathcut,mip_cuts_zerohalfcut,mip_limit_probetime,mip_limits_aggforcut,mip_limits_cutpasses,mip_limits_cutsfactor,mip_limits_gomorycand,mip_limits_gomorypass,mip_limits_strongcand,mip_limits_strongit,mip_limits_submipnodelim,mip_ordertype,mip_polishafter_time_rel,mip_strategy_backtrack,mip_strategy_bbinterval,mip_strategy_branch,mip_strategy_dive,mip_strategy_file,mip_strategy_fpheur,mip_strategy_heuristicfreq,mip_strategy_lbheur,mip_strategy_nodeselect,mip_strategy_order,mip_strategy_presolvenode,mip_strategy_probe,mip_strategy_rinsheur,mip_strategy_search,mip_strategy_startalgorithm,mip_strategy_subalgorithm,mip_strategy_variableselect,network_netfind,network_pricing,perturbation_constant,preprocessing_aggregator,preprocessing_boundstrength,preprocessing_coeffreduce,preprocessing_dependency,preprocessing_dual,preprocessing_fill,preprocessing_linear,preprocessing_numpass,preprocessing_reduce,preprocessing_relax,preprocessing_repeatpresolve,preprocessing_symmetry,read_scale,sifting_algorithm,simplex_crash,simplex_dgradient,simplex_limits_perturbation,simplex_limits_singularity,simplex_perturbation_switch,simplex_pgradient,simplex_pricing,simplex_refactor,simplex_tolerances_markowitz
0,-1,0,0,0,0,2,16,1e+6,1,3,no,2,yes,4,6,-1,1,1,0,2,1,0,0,-1,0,1,100,2,64,4,100,64,5,0,2000,1,99,0.9999,15,-1,2,0,-1,80,yes,1,no,2,0,20,2,0,0,0,1,2,1e-6,64,0,1,-1,0,5,1,16,3,0,3,5,1,2,-1,5,0,2,no,-1,0,0,0.001
0,-1,0,0,0,1,0,0,1e+6,0,3,no,4,yes,0,4,-1,3,-1,2,1,2,1,2,0,0,0,2,2,-1,1,400,1,40,1,500,3,36,0.9999,15,0,3,0,-1,40,no,2,no,0,3,80,1,5,5,0,2,2,1e-6,-1,-1,2,0,0,10,0,4,0,0,3,3,1,4,-1,0,0,10,no,0,0,64,0.0001
0,-1,0,0,0,1,1,0,1e+12,1,3,yes,4,no,4,1,-1,-1,0,-1,-1,2,2,1,-1,0,1,10,1,64,1,100,0,5,1,1000,1,98,0.999,15,0,3,1,2,-1,no,1,yes,-1,0,10,2,3,1,1,3,0,1e-5,0,0,2,2,0,2,0,64,3,1,3,5,-1,4,-1,2,1,2,yes,3,0,256,0.1
0,-1,0,0,0,2,0,0,1e+14,1,2,no,0,no,0,4,0,1,1,1,2,-1,2,2,1,0,2,2,0,-1,8,50,4,2,0,1000,3,92,0.999,30,0,1,0,2,80,no,1,yes,2,0,-1,0,1,5,3,3,1,1e-6,1,-1,2,1,-1,40,0,0,2,0,0,0,1,3,0,5,1,40,no,-1,1,16,0.5
0,-1,0,0,0,2,0,-1,1e+14,2,4,yes,2,no,2,0,3,-1,0,-1,0,-1,-1,1,1,2,-1,100,1,0,8,800,1,40,4,1000,2,99,0.999,7,1,3,0,-1,20,yes,2,yes,0,1,20,2,3,0,3,3,2,1e-7,1,1,0,-1,1,2,0,0,2,0,-1,-1,1,0,0,4,16,2,no,2,4,256,0.01
0,-1,0,0,0,0,0,4,1e+10,1,4,no,0,no,2,2,1,0,-1,-1,1,1,2,-1,0,2,-1,100,10,0,16,200,4,40,16,500,2,84,0.9999,4,-1,3,1,-1,80,no,0,yes,0,2,20,1,2,4,1,1,2,1e-7,4,1,1,0,-1,2,0,1,3,0,2,5,1,3,0,3,0,2,yes,0,16,64,0.0001
0,-1,0,0,0,2,2,1,1e+6,0,2,no,2,no,0,1,3,2,3,0,2,0,1,2,2,1,1,1e+75,0,0,8,50,1,2,0,250,3,99,0.99,0,0,0,0,0,10,yes,2,no,2,0,80,0,3,2,0,2,2,1e-4,4,0,1,0,-1,40,0,0,3,1,3,0,-1,0,-1,2,64,5,no,2,64,16,0.5
0,-1,0,0,0,3,0,4,1e+6,1,1,no,3,yes,4,6,3,-1,1,0,2,2,-1,-1,2,-1,0,1e+75,5,1,2,100,4,40,16,500,1,99,0.999,0,-1,0,1,0,10,no,3,yes,0,1,20,2,3,4,2,3,0,1e-5,1,1,1,0,1,5,1,64,3,-1,3,2,-1,0,0,1,0,2,no,4,16,16,0.1
0,-1,0,0,0,2,2,1,1e+10,3,1,yes,4,yes,4,3,1,1,-1,1,-1,2,2,1,2,2,2,100,2,16,4,200,16,5,64,125,1,96,0.99,4,0,3,0,-1,0,yes,3,no,-1,3,20,0,2,4,0,3,1,1e-5,16,-1,0,2,-1,2,1,0,0,-1,0,2,1,3,1,1,16,40,yes,2,4,4,0.001
0,-1,0,0,0,1,2,-1,1e+6,2,3,yes,4,yes,3,6,1,-1,3,-1,2,0,0,-1,1,0,2,2,10,16,8,200,4,40,16,2000,3,100,0.99999,0,0,3,1,1,0,yes,0,yes,-1,0,-1,2,0,4,0,2,2,1e-5,0,0,1,2,-1,2,1,0,1,-1,3,2,-1,4,1,0,1,5,yes,3,1,256,0.5
0,-1,0,0,0,1,2,-1,1e+12,2,3,no,0,yes,0,4,2,1,1,-1,2,2,0,2,1,2,-1,5,10,0,8,200,1,40,64,250,2,100,0.99,7,1,3,0,1,0,no,0,no,0,1,5,2,0,2,1,2,1,1e-8,-1,0,0,0,1,10,0,4,2,1,2,4,1,2,-1,1,4,20,yes,3,4,16,0.01
0,-1,0,0,0,2,2,0,1e+10,3,3,no,1,no,5,3,0,0,-1,1,0,0,2,1,1,2,2,5,10,0,8,800,1,40,64,125,3,84,0.999999,0,1,1,1,-1,-1,yes,2,no,2,-1,-1,2,2,1,1,2,0,1e-6,4,-1,0,0,1,2,0,0,2,0,3,0,1,4,-1,5,1,20,no,0,1,64,0.1
0,-1,0,0,0,2,1,64,1e+12,0,2,no,4,no,2,2,2,0,2,-1,-1,2,2,-1,2,0,0,1e+75,5,16,2,800,64,5,16,250,2,99,0.9,30,-1,0,0,-1,-1,yes,3,yes,0,0,40,1,3,4,4,3,0,1e-5,4,0,1,0,1,40,1,64,2,-1,3,-1,-1,1,1,5,64,40,no,1,1,4,0.0001
0,-1,0,0,0,0,0,4,1e+12,0,2,no,2,yes,4,6,3,1,0,-1,2,2,0,-1,0,-1,1,2,2,0,16,100,16,40,4,1000,3,96,0.999,30,-1,1,1,0,-1,no,3,no,-1,-1,0,1,4,0,2,3,0,1e-6,1,0,1,0,1,5,1,0,2,-1,3,5,1,2,0,3,16,20,no,4,16,64,0.01
0,-1,0,0,0,0,1,16,1e+8,2,3,no,1,no,2,2,1,-1,2,0,-1,0,2,0,1,-1,0,5,3,0,4,800,1,20,4,2000,2,36,0.9,30,1,1,1,-1,0,no,3,no,1,1,80,0,3,3,2,2,2,1e-5,0,1,0,-1,-1,5,0,4,3,0,2,4,-1,3,1,5,1,20,yes,1,1,256,0.1
0,-1,0,0,0,1,2,4,1e+12,1,3,yes,4,no,1,5,1,2,2,2,-1,-1,-1,2,-1,1,2,10,1,0,2,100,0,20,1,125,3,92,0.99,2,1,3,1,-1,10,no,0,yes,1,0,80,1,3,3,2,2,0,1e-8,1,-1,1,-1,1,2,1,4,0,1,2,0,1,3,-1,1,1,5,yes,3,64,256,0.1
0,-1,0,0,0,1,1,16,1e+6,1,3,yes,3,no,2,0,0,1,-1,0,0,2,0,-1,1,1,-1,1e+75,10,4,1,50,4,5,0,1000,1,92,0.9,7,0,2,0,2,5,no,2,no,2,2,80,0,0,1,1,2,1,1e-6,16,-1,1,2,0,40,0,0,2,-1,1,2,1,4,-1,0,16,20,no,3,16,256,0.5
0,-1,0,0,0,0,-1,16,1e+10,0,2,no,4,yes,3,0,2,1,2,-1,2,2,-1,1,0,1,2,1e+75,3,0,16,50,16,2,1,2000,1,100,0.999999,4,1,1,0,2,-1,yes,1,yes,0,0,5,2,2,5,3,3,1,1e-5,0,0,2,1,-1,20,1,0,2,-1,2,1,-1,1,-1,3,16,20,no,2,0,16,0.01
0,-1,0,0,0,3,2,1,1e+8,3,4,no,2,yes,3,5,2,0,2,-1,-1,2,0,1,0,0,0,1e+75,5,64,1,800,0,5,0,250,1,99,0.99999,4,1,3,1,0,40,no,2,yes,-1,1,40,2,5,2,4,3,1,1e-6,-1,0,2,2,1,10,1,4,3,-1,3,2,1,1,0,4,0,5,yes,0,64,0,0.01
0,-1,0,0,0,1,0,1,1e+12,2,2,yes,3,yes,0,1,2,0,0,2,0,1,2,0,0,0,-1,5,10,1,1,50,64,20,64,250,0,98,0.99,15,-1,2,0,-1,10,yes,2,yes,-1,2,10,0,2,3,-1,3,0,1e-4,-1,1,1,1,0,40,0,64,2,0,-1,0,0,1,-1,3,16,10,yes,1,4,64,0.0001
0,-1,0,0,0,0,-1,16,1e+14,0,2,yes,4,no,5,0,-1,-1,2,2,0,-1,-1,1,0,-1,1,1e+75,0,4,4,400,64,10,4,2000,0,84,0.9999,4,-1,2,0,1,-1,no,0,no,2,0,0,1,1,1,3,2,0,1e-4,16,-1,0,-1,1,40,1,0,3,-1,0,2,-1,2,-1,2,16,20,yes,0,1,4,0.001
0,-1,0,0,0,3,1,4,1e+10,2,3,yes,2,no,3,0,-1,1,0,1,0,2,2,1,0,2,0,2,5,1,4,400,0,40,0,250,0,36,0.9,30,1,1,1,0,5,no,3,no,1,2,10,0,3,5,4,2,2,1e-6,1,-1,0,0,1,10,1,-1,2,1,3,3,-1,4,1,0,64,5,yes,-1,16,256,0.01
0,-1,0,0,0,0,0,1,1e+6,3,3,yes,0,yes,3,3,3,3,0,-1,0,-1,2,2,1,-1,2,1e+75,1,1,4,200,1,20,4,250,3,100,0.99999,7,-1,3,0,2,5,yes,1,no,-1,2,10,1,1,0,3,2,0,1e-5,16,0,0,3,-1,20,0,-1,2,1,-1,-1,-1,0,1,2,64,40,yes,2,0,4,0.01
0,-1,0,0,0,1,2,16,1e+6,2,1,no,3,yes,2,0,0,2,2,2,-1,0,2,1,1,0,-1,100,2,-1,1,100,16,2,1,1000,1,96,0.9999,4,-1,1,0,-1,80,no,3,no,1,-1,40,1,4,4,0,1,2,1e-6,0,0,0,-1,1,20,0,-1,2,0,-1,3,1,3,-1,0,0,40,yes,2,4,0,0.0001
0,-1,0,0,0,1,2,1,1e+10,2,2,yes,1,no,0,2,0,-1,1,0,2,2,2,-1,-1,0,-1,100,0,64,16,200,1,40,4,2000,1,92,0.9999,2,1,1,1,-1,-1,no,2,yes,1,-1,40,1,3,2,-1,2,0,1e-8,16,0,0,1,0,5,0,64,1,-1,3,1,-1,3,1,2,1,2,no,1,16,64,0.001
0,-1,0,0,0,1,1,-1,1e+8,2,1,yes,4,yes,2,2,-1,2,0,0,1,0,2,-1,1,-1,2,5,3,1,16,200,1,20,0,1000,3,100,0.99999,4,0,0,1,-1,-1,yes,1,no,2,1,10,1,6,2,4,3,0,1e-5,-1,0,2,1,0,40,1,0,3,0,3,1,1,0,0,2,16,10,no,2,4,16,0.01
0,-1,0,0,0,2,2,-1,1e+14,3,4,yes,0,yes,0,3,0,2,3,1,0,1,0,1,-1,1,2,5,2,-1,2,400,4,20,1,250,1,96,0.999,2,-1,1,0,-1,10,no,3,no,0,-1,10,0,2,3,4,3,2,1e-8,-1,0,0,2,0,2,1,0,1,0,1,0,1,4,0,1,16,5,yes,2,1,256,0.5
0,-1,0,0,0,3,0,0,1e+6,3,2,no,1,yes,3,6,3,0,2,0,0,1,-1,2,2,1,0,2,10,0,16,50,64,10,4,250,3,98,0.9,30,0,2,0,1,0,no,2,yes,-1,3,5,0,0,3,0,1,0,1e-5,16,1,2,-1,-1,2,0,-1,2,1,1,-1,-1,2,-1,1,4,5,no,3,64,0,0.5
0,-1,0,0,0,2,-1,0,1e+14,1,1,yes,0,yes,0,6,2,-1,1,1,0,0,-1,0,1,2,-1,1e+75,10,-1,16,800,0,5,16,1000,2,100,0.9,2,0,1,1,0,40,yes,2,no,1,2,80,2,6,0,1,3,0,1e-5,64,1,2,2,1,10,0,0,0,1,0,-1,1,2,-1,1,0,2,no,-1,16,256,0.0001
0,-1,0,0,0,0,1,-1,1e+10,2,1,yes,0,no,5,4,0,2,-1,2,2,-1,-1,2,0,2,1,100,1,16,2,400,0,40,4,1000,1,96,0.99,15,0,1,1,1,5,yes,0,no,1,-1,10,2,0,1,3,1,1,1e-5,64,0,0,1,1,10,1,0,3,0,1,0,0,3,-1,3,16,40,yes,2,16,256,0.001
0,-1,0,0,0,2,2,0,1e+12,1,2,no,0,no,0,1,-1,-1,0,-1,2,-1,2,0,-1,1,0,2,0,4,4,200,4,2,4,1000,0,98,0.99,0,1,3,0,0,10,no,3,yes,0,0,10,1,3,0,3,1,0,1e-7,0,-1,0,0,0,20,0,0,3,-1,3,5,1,0,-1,2,16,2,yes,4,1,0,0.0001
0,-1,0,0,0,3,-1,0,1e+12,2,3,yes,4,yes,4,0,0,0,3,-1,-1,1,2,1,0,2,0,1e+75,0,16,2,800,16,20,1,1000,2,99,0.9,15,0,0,0,-1,5,no,3,yes,2,1,40,2,5,1,0,1,2,1e-8,0,-1,2,0,1,10,0,1,0,0,1,2,-1,3,1,3,64,40,no,4,64,256,0.1
0,-1,0,0,0,2,2,0,1e+12,3,4,no,2,yes,2,5,3,-1,1,2,2,1,-1,-1,1,-1,-1,10,2,64,16,50,4,20,0,125,3,92,0.999,7,-1,3,0,2,20,yes,1,no,2,2,40,2,6,4,2,1,2,1e-8,16,0,0,1,1,10,1,1,1,0,-1,-1,-1,0,-1,0,4,10,no,0,1,64,0.001
0,-1,0,0,0,3,2,0,1e+8,3,3,no,4,yes,3,2,1,0,2,-1,-1,1,0,-1,0,1,2,1e+75,3,16,4,100,4,5,0,2000,2,96,0.99,30,-1,3,0,-1,10,yes,1,yes,2,3,5,1,1,2,3,3,1,1e-5,64,-1,0,-1,-1,2,0,-1,1,-1,1,5,-1,2,-1,3,1,40,yes,2,1,16,0.0001
0,-1,0,0,0,2,0,16,1e+8,2,3,no,2,no,4,1,2,1,1,-1,2,-1,2,1,0,2,1,100,5,64,2,50,4,5,16,500,3,64,0.9999,15,0,3,0,1,-1,no,1,no,-1,1,10,0,5,2,3,2,0,1e-5,64,1,1,-1,-1,2,0,0,3,-1,0,1,0,0,0,1,64,40,no,0,4,16,0.001
0,-1,0,0,0,3,1,64,1e+10,2,3,yes,2,yes,3,6,1,2,2,1,1,2,2,1,0,-1,0,100,0,1,8,100,1,5,16,2000,2,96,0.999,7,1,1,0,-1,5,no,1,yes,1,1,-1,2,6,4,4,1,2,1e-6,0,0,2,0,1,2,0,4,2,-1,3,4,-1,4,0,2,1,5,yes,-1,0,256,0.001
0,-1,0,0,0,3,2,16,1e+10,1,2,no,3,no,4,6,3,1,2,1,2,2,2,-1,1,1,1,100,0,-1,16,800,16,20,4,2000,1,98,0.999999,7,0,3,1,1,40,no,2,yes,-1,1,-1,2,0,5,3,2,1,1e-7,4,1,2,-1,0,2,0,0,0,0,2,1,-1,0,1,4,1,5,no,-1,4,64,0.001
0,-1,0,0,0,2,-1,-1,1e+12,3,1,no,4,yes,3,5,1,1,3,-1,2,0,-1,1,0,-1,0,100,10,1,2,50,0,20,4,1000,2,36,0.999,7,-1,3,1,2,40,yes,3,no,0,2,0,2,2,4,3,1,2,1e-8,4,0,2,0,0,2,0,0,3,1,2,-1,-1,0,1,1,1,5,yes,4,1,16,0.5
0,-1,0,0,0,3,-1,-1,1e+8,2,1,yes,2,no,2,3,-1,-1,-1,1,1,2,2,0,2,2,-1,1e+75,5,16,1,200,16,2,1,2000,1,99,0.9999,15,1,0,1,1,80,yes,1,no,1,-1,5,2,4,5,0,3,0,1e-8,0,0,2,2,0,2,1,16,2,1,2,1,1,4,0,1,4,40,yes,-1,1,16,0.5
0,-1,0,0,0,3,-1,4,1e+6,1,4,no,3,yes,2,3,0,-1,3,-1,-1,0,1,0,1,0,1,5,0,16,2,200,16,10,1,250,0,84,0.999999,4,1,3,1,-1,20,no,3,no,0,1,10,1,0,2,-1,3,2,1e-4,16,1,2,0,0,40,1,-1,1,0,1,3,0,4,0,1,0,10,no,4,16,256,0.01
0,-1,0,0,0,2,-1,-1,1e+12,3,3,yes,1,yes,3,5,2,1,3,-1,2,-1,2,2,-1,0,2,10,3,16,16,50,64,2,4,1000,2,64,0.99,7,1,2,1,0,0,yes,2,no,1,0,-1,1,0,0,4,3,2,1e-8,64,0,0,-1,0,20,0,1,1,-1,-1,1,0,0,1,4,1,40,yes,4,0,4,0.001
0,-1,0,0,0,0,-1,0,1e+8,0,4,no,0,yes,0,5,3,-1,0,-1,1,1,2,0,0,1,0,100,1,0,8,50,0,10,1,500,2,84,0.9,2,1,3,1,-1,5,yes,0,no,-1,2,10,0,1,4,-1,2,2,1e-8,1,0,1,3,0,20,1,-1,0,-1,-1,4,0,3,1,0,0,10,yes,1,64,4,0.0001
0,-1,0,0,0,1,1,1,1e+14,0,4,yes,3,yes,5,0,2,-1,-1,1,-1,1,0,1,2,0,2,5,10,1,4,50,4,5,64,1000,3,100,0.99,4,1,1,0,2,10,yes,1,yes,1,1,40,1,0,5,1,3,1,1e-6,1,1,0,-1,-1,5,0,16,2,0,-1,0,0,2,-1,0,1,10,yes,-1,0,16,0.5
0,-1,0,0,0,3,0,0,1e+8,3,2,no,3,yes,3,3,1,3,2,1,1,-1,-1,2,0,-1,1,1e+75,3,64,4,400,0,2,4,250,0,92,0.999,15,-1,0,0,0,10,yes,2,no,2,3,10,0,1,3,-1,1,2,1e-6,1,0,0,0,1,40,0,0,3,1,-1,3,1,4,-1,0,64,40,no,-1,16,16,0.0001
0,-1,0,0,0,2,1,16,1e+8,3,1,yes,4,yes,2,4,1,1,-1,-1,0,1,-1,-1,0,0,2,100,0,4,8,200,64,10,4,1000,0,36,0.9,0,0,2,0,0,40,no,0,no,0,2,-1,2,5,4,-1,1,1,1e-4,-1,0,2,3,0,40,0,1,2,-1,-1,5,-1,1,-1,5,4,20,no,2,0,4,0.1
0,-1,0,0,0,2,0,16,1e+6,0,3,no,4,no,4,4,0,2,2,2,1,2,-1,-1,-1,1,1,10,0,4,16,800,0,10,4,500,0,64,0.999,4,-1,0,0,2,10,no,2,yes,2,1,20,0,4,4,1,3,1,1e-7,0,-1,0,3,1,2,0,0,0,0,3,5,1,0,1,2,1,5,no,-1,0,256,0.5
0,-1,0,0,0,1,0,64,1e+14,1,1,no,3,no,2,0,1,-1,-1,0,2,1,0,-1,-1,1,-1,1e+75,2,-1,2,100,16,20,16,2000,1,99,0.99,2,0,2,0,2,40,yes,2,yes,1,2,20,2,2,1,1,1,0,1e-7,16,-1,2,3,1,10,0,16,2,1,2,3,-1,1,-1,4,16,5,yes,-1,64,4,0.001
0,-1,0,0,0,3,1,16,1e+10,3,1,no,1,no,2,2,1,3,1,0,1,-1,1,2,-1,2,2,5,2,4,16,100,4,40,16,250,1,64,0.99999,2,-1,2,0,2,5,no,0,no,0,0,0,1,6,1,2,1,1,1e-6,0,-1,2,2,1,10,1,4,3,1,0,1,1,1,-1,2,4,20,no,2,4,4,0.5
0,-1,0,0,0,2,1,0,1e+12,0,2,yes,4,yes,4,6,0,3,3,0,-1,0,0,0,2,2,0,2,0,64,2,100,0,10,0,500,2,99,0.999999,0,-1,3,1,0,5,yes,0,no,-1,2,40,2,1,0,0,3,0,1e-5,64,-1,2,3,1,2,1,4,2,-1,3,0,1,0,0,2,64,10,yes,1,16,16,0.1
0,-1,0,0,0,0,2,4,1e+10,3,2,no,1,no,0,4,2,1,-1,2,1,0,1,-1,0,-1,1,1e+75,5,1,1,50,0,20,4,500,1,84,0.99,7,-1,2,0,2,80,yes,3,yes,2,3,5,1,4,1,1,1,1,1e-4,16,-1,1,1,1,10,0,0,1,0,3,1,0,1,1,4,64,10,yes,-1,16,4,0.01
0,-1,0,0,0,1,1,1,1e+14,3,1,yes,4,yes,5,6,-1,0,0,1,2,-1,0,1,1,2,2,2,10,64,1,100,4,20,0,500,3,96,0.99999,4,-1,1,1,2,0,yes,1,no,2,1,20,2,1,5,0,3,1,1e-6,64,0,1,2,1,20,0,0,0,1,3,2,-1,1,0,4,4,20,yes,2,1,0,0.01
0,-1,0,0,0,0,1,1,1e+8,2,3,yes,1,no,0,2,-1,0,2,-1,2,2,0,0,2,0,0,2,1,16,1,400,64,2,4,125,2,36,0.9999,7,-1,2,1,2,-1,yes,3,yes,0,3,5,0,0,4,3,1,2,1e-7,1,0,1,1,0,20,1,16,0,0,-1,5,1,3,1,2,64,20,yes,3,4,4,0.1
0,-1,0,0,0,0,2,64,1e+6,1,2,yes,3,no,4,0,-1,3,2,1,2,2,1,-1,1,0,1,2,2,1,4,200,16,5,0,250,2,96,0.9,2,0,2,1,2,0,yes,3,yes,1,2,-1,1,6,3,1,1,2,1e-4,4,-1,1,2,1,5,0,1,3,0,-1,5,-1,4,-1,2,0,5,no,-1,16,16,0.1
0,-1,0,0,0,0,0,0,1e+12,3,3,yes,3,no,1,6,-1,0,2,1,2,1,-1,0,-1,2,-1,10,1,1,2,100,0,20,64,1000,2,100,0.9,0,0,1,0,1,10,yes,2,no,1,0,40,1,4,4,1,1,0,1e-5,1,1,2,-1,-1,2,1,64,3,-1,1,5,0,1,0,0,16,5,yes,2,4,64,0.1
0,-1,0,0,0,1,0,16,1e+6,2,4,no,4,no,3,1,2,-1,0,2,0,-1,0,1,1,0,-1,5,0,4,1,800,4,10,0,2000,0,36,0.99,2,-1,1,1,2,40,yes,3,yes,0,1,20,0,6,5,-1,1,1,1e-8,4,-1,1,-1,-1,5,0,4,2,0,3,0,-1,1,1,1,0,20,no,-1,0,64,0.0001
0,-1,0,0,0,3,-1,0,1e+14,0,1,yes,1,yes,5,4,-1,2,3,-1,0,0,0,2,0,1,0,2,5,16,1,100,64,10,16,2000,2,92,0.999999,15,-1,0,1,2,-1,no,2,yes,2,2,-1,2,5,3,3,1,0,1e-8,16,0,2,2,-1,40,0,4,1,-1,1,-1,-1,0,0,1,0,5,no,0,64,64,0.1
0,-1,0,0,0,2,0,0,1e+12,2,3,no,0,no,2,1,2,3,0,-1,2,-1,0,1,2,0,0,1e+75,5,1,16,400,0,2,64,250,1,99,0.999,0,-1,3,1,1,5,no,1,yes,2,-1,40,2,0,5,1,2,1,1e-4,4,0,2,-1,0,10,0,64,3,1,2,5,0,2,0,5,64,40,no,-1,0,16,0.0001
0,-1,0,0,0,3,0,1,1e+6,3,1,no,2,yes,0,1,2,0,1,2,0,2,-1,1,2,0,1,10,10,16,1,200,1,10,0,250,2,100,0.99,4,0,1,1,0,20,yes,3,yes,0,2,80,0,1,5,-1,3,0,1e-4,16,-1,1,0,-1,40,0,4,3,-1,-1,5,1,3,0,0,64,10,no,3,4,4,0.01
0,-1,0,0,0,2,2,4,1e+8,3,2,no,0,no,2,3,1,3,0,-1,2,1,2,1,1,0,1,100,1,-1,8,400,16,10,0,1000,2,92,0.999999,4,1,1,1,0,0,no,0,no,1,1,0,2,4,2,3,3,0,1e-6,0,0,1,-1,0,10,1,4,1,0,1,0,1,3,-1,5,16,2,no,-1,1,16,0.001
0,-1,0,0,0,0,2,16,1e+8,3,1,no,0,yes,1,3,-1,0,-1,1,2,-1,1,0,2,1,0,10,10,16,1,200,16,10,1,250,0,100,0.99999,4,1,2,0,-1,5,yes,3,no,2,2,5,0,5,0,0,1,2,1e-6,0,1,2,3,0,10,0,4,3,0,2,-1,1,4,0,3,64,5,yes,0,0,0,0.5
0,-1,0,0,0,2,0,-1,1e+14,0,1,no,0,yes,1,6,2,2,0,0,2,1,2,-1,-1,1,-1,5,1,1,16,100,1,5,1,500,0,98,0.99,0,0,1,0,2,10,yes,1,no,0,3,0,1,2,2,1,2,1,1e-6,64,1,0,1,-1,5,1,16,1,0,-1,3,-1,3,-1,0,1,10,no,4,16,256,0.001
0,-1,0,0,0,1,2,-1,1e+8,2,1,no,4,no,1,1,3,0,-1,-1,-1,0,2,0,0,0,2,1e+75,2,16,1,400,1,20,1,1000,2,99,0.999,0,0,0,0,1,5,no,1,no,1,1,0,0,1,0,0,1,1,1e-8,0,0,1,2,0,2,1,16,3,1,-1,5,1,1,-1,5,0,10,yes,1,0,64,0.0001
0,-1,0,0,0,2,0,64,1e+12,0,3,yes,4,no,4,4,1,3,3,0,2,-1,1,-1,0,1,1,2,2,0,4,800,1,40,4,500,1,100,0.99999,2,-1,1,1,2,5,yes,1,yes,2,3,-1,1,5,4,-1,3,2,1e-8,4,-1,1,-1,-1,10,0,0,2,0,0,3,0,1,0,4,64,10,yes,4,16,256,0.001
0,-1,0,0,0,0,-1,64,1e+14,2,1,yes,1,yes,3,6,2,3,2,-1,-1,-1,0,0,1,-1,0,10,10,1,1,800,4,2,0,2000,3,96,0.99999,30,1,3,0,0,-1,no,1,yes,1,-1,10,0,4,0,4,2,1,1e-6,-1,1,1,0,0,2,1,64,2,0,0,2,0,3,1,0,1,5,yes,0,64,16,0.0001
0,-1,0,0,0,3,-1,1,1e+6,0,4,yes,3,no,2,0,2,2,-1,2,0,2,1,2,1,-1,-1,100,0,-1,1,800,16,5,64,125,2,100,0.99,0,0,0,0,2,5,yes,0,yes,1,1,40,0,5,3,4,1,2,1e-6,16,-1,1,1,1,10,0,1,1,-1,-1,3,1,4,-1,0,4,20,no,-1,1,64,0.001
0,-1,0,0,0,2,1,16,1e+14,0,2,no,2,no,1,3,1,-1,3,0,-1,2,-1,-1,1,0,0,1e+75,0,1,16,100,0,5,4,125,0,64,0.9,15,-1,3,0,1,80,yes,2,no,-1,2,80,0,4,5,2,1,2,1e-4,16,1,0,0,0,20,1,0,1,1,0,3,-1,1,-1,0,1,10,yes,3,0,64,0.01
0,-1,0,0,0,1,0,4,1e+12,1,1,no,2,yes,0,5,-1,0,2,2,2,2,2,1,0,1,0,100,5,16,4,50,64,10,4,125,2,99,0.999999,0,0,0,1,0,0,yes,2,no,1,3,40,1,0,5,-1,2,0,1e-5,-1,1,2,3,0,40,0,16,2,-1,-1,-1,1,4,1,4,16,20,yes,0,1,4,0.1
0,-1,0,0,0,2,-1,4,1e+8,2,4,yes,0,yes,3,4,2,-1,-1,-1,1,2,1,0,1,2,2,1e+75,5,4,4,400,0,2,16,2000,3,99,0.999999,0,0,0,0,2,5,yes,3,yes,-1,2,0,2,5,1,3,2,2,1e-4,1,0,1,1,0,2,0,1,0,1,2,2,1,1,1,1,0,40,yes,3,16,0,0.001
0,-1,0,0,0,1,1,-1,1e+14,2,3,yes,1,no,4,2,2,2,3,2,-1,2,-1,0,0,-1,-1,1e+75,5,1,4,200,1,40,0,2000,2,92,0.999,4,1,1,0,1,40,yes,2,yes,0,0,10,1,2,3,2,3,2,1e-8,64,0,0,3,-1,40,1,64,0,0,-1,3,1,0,-1,3,0,20,no,-1,1,4,0.5
0,-1,0,0,0,3,0,-1,1e+12,2,1,no,3,no,3,0,-1,1,3,2,0,-1,0,0,2,1,-1,2,0,64,8,200,1,40,0,1000,1,64,0.999,15,1,2,1,1,5,no,2,yes,0,0,10,2,1,0,-1,2,0,1e-6,16,-1,1,1,0,2,0,1,1,-1,-1,3,-1,1,-1,2,64,40,yes,3,1,0,0.5
0,-1,0,0,0,2,2,4,1e+14,3,4,yes,1,yes,5,2,3,1,-1,1,0,1,2,-1,0,1,1,100,5,64,4,200,1,10,0,250,0,98,0.99,15,0,1,1,2,10,no,1,yes,0,-1,40,1,5,2,2,3,0,1e-7,16,-1,2,1,0,40,0,4,2,-1,3,1,0,3,0,2,64,20,no,3,0,4,0.01
